Pauli	Harry
Genovera	Jules
Garnette	Frederick
Donelle	Aksel
Gretna	Josias
Kristel	Eugene
Wilma	Matias
Milena	Isaak
Nanci	Wright
Orelle	Gram
Marilee	Virgilio
Mabelle	Morgan
Evita	Weidar
Christina	Arri
Selie	Ambrosio
Lyndel	Culley
Wilhelmine	Duffie
Lari	Gail
Fawne	Ebenezer
Kath	Brig
Gusta	Bordie
Brooke	Eberhard
Yoshi	Abelard
Valeria	Cristiano
Tonye	Gaspard
Florencia	Erny
Elita	Theodore
Ebba	Dukey
Jenna	De Witt
Mora	Gardener
Benedetta	Denny
Karita	Vernen
Robby	Tiebout
Rona	Stefan
Aimil	Cad
Xaviera	Sayres
Odette	Harwilll
Linell	Ab
Sibilla	Lamar
Kary	Edgar
Cherlyn	Currey
Elfrieda	Meyer
